age,job,marital,education,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,y
59,technician,married,professional.course,yes,no,telephone,may,1438,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
60,retired,married,basic.4y,no,no,cellular,oct,82,1,999,0,nonexistent,-3.4,92.431,-26.9,5017.5,no
31,admin.,married,university.degree,no,no,cellular,aug,209,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
38,technician,married,professional.course,no,no,telephone,may,101,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
35,unknown,single,high.school,yes,no,cellular,jul,277,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
26,admin.,single,university.degree,no,no,telephone,aug,1087,1,3,1,success,-1.7,94.027,-38.3,4991.6,yes
52,retired,married,university.degree,no,no,cellular,nov,147,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
35,blue-collar,married,basic.9y,no,yes,telephone,jun,782,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
42,admin.,divorced,university.degree,no,no,telephone,may,232,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
46,unemployed,divorced,basic.9y,yes,no,telephone,jun,231,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
40,technician,married,professional.course,no,no,telephone,jun,92,6,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
58,admin.,married,university.degree,no,no,cellular,aug,129,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
52,blue-collar,married,basic.4y,yes,no,cellular,jul,156,6,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
30,admin.,divorced,university.degree,no,yes,cellular,nov,198,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
44,blue-collar,married,basic.9y,no,no,cellular,aug,135,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
53,services,married,high.school,yes,no,telephone,may,107,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
30,management,single,university.degree,no,no,telephone,jun,27,7,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
43,blue-collar,married,basic.6y,no,no,cellular,jul,272,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
39,services,single,high.school,yes,no,cellular,aug,308,6,999,0,nonexistent,-1.7,94.027,-38.3,4991.6,yes
43,management,married,basic.9y,yes,no,cellular,aug,180,1,6,2,failure,-2.9,92.201,-31.4,5076.2,no
57,blue-collar,divorced,basic.4y,yes,no,telephone,may,47,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
37,admin.,single,university.degree,no,no,cellular,oct,416,2,999,0,nonexistent,-3.4,92.431,-26.9,5017.5,yes
32,technician,married,university.degree,no,no,cellular,aug,137,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
40,admin.,single,professional.course,yes,no,cellular,may,43,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
41,blue-collar,single,unknown,no,no,telephone,jun,780,3,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
46,technician,divorced,university.degree,no,no,telephone,jun,1288,3,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
33,services,single,high.school,yes,no,cellular,may,367,2,999,1,failure,-1.8,92.893,-46.2,5099.1,no
49,management,divorced,university.degree,no,no,telephone,may,170,7,999,0,nonexistent,1.1,93.994,-36.4,5191,no
52,management,married,high.school,no,no,cellular,aug,408,1,999,0,nonexistent,-2.9,92.201,-31.4,5076.2,yes
31,admin.,single,university.degree,yes,no,cellular,may,244,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
32,blue-collar,married,basic.9y,yes,no,telephone,jun,261,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
37,admin.,single,university.degree,no,no,cellular,aug,125,11,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
45,housemaid,married,basic.4y,no,no,cellular,aug,76,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
39,blue-collar,divorced,basic.6y,yes,yes,telephone,may,32,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
28,blue-collar,single,basic.9y,no,no,telephone,may,489,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
45,blue-collar,divorced,basic.4y,yes,no,telephone,jul,168,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
33,admin.,married,university.degree,yes,no,cellular,nov,386,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
37,technician,married,professional.course,yes,no,telephone,may,834,9,999,0,nonexistent,1.1,93.994,-36.4,5191,no
34,entrepreneur,single,university.degree,yes,no,cellular,may,87,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
39,services,married,basic.9y,yes,no,telephone,may,322,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
31,admin.,single,university.degree,yes,yes,telephone,aug,115,2,999,0,nonexistent,-2.9,92.201,-31.4,5076.2,no
41,management,married,high.school,yes,no,cellular,may,180,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
55,admin.,married,high.school,no,no,telephone,oct,317,2,10,3,success,-1.1,94.601,-49.5,4963.6,no
49,blue-collar,married,basic.9y,no,no,cellular,may,135,1,999,2,failure,-1.8,92.893,-46.2,5099.1,no
36,admin.,divorced,university.degree,yes,no,cellular,jul,187,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
26,admin.,married,high.school,no,no,telephone,jun,120,6,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
46,admin.,married,university.degree,no,no,cellular,aug,55,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
38,management,divorced,university.degree,yes,no,cellular,jul,543,9,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
40,blue-collar,married,basic.9y,yes,no,cellular,jul,504,4,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
38,admin.,married,university.degree,yes,no,telephone,may,47,5,999,0,nonexistent,1.1,93.994,-36.4,5191,no
49,housemaid,married,professional.course,yes,no,cellular,jul,351,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
51,technician,married,professional.course,yes,yes,cellular,aug,246,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
41,services,divorced,basic.9y,yes,no,telephone,jun,163,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
42,blue-collar,married,basic.9y,yes,no,telephone,may,326,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
32,services,married,high.school,no,no,telephone,may,175,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
37,technician,single,professional.course,unknown,unknown,telephone,jun,51,4,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
46,services,married,high.school,yes,no,cellular,aug,183,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
33,technician,divorced,professional.course,no,no,telephone,may,85,4,999,0,nonexistent,1.1,93.994,-36.4,5191,no
68,retired,divorced,professional.course,yes,no,cellular,oct,418,2,999,0,nonexistent,-3.4,92.431,-26.9,5017.5,yes
41,blue-collar,married,basic.9y,yes,no,cellular,apr,69,1,999,1,failure,-1.8,93.075,-47.1,5099.1,no
32,admin.,single,university.degree,yes,no,cellular,aug,460,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,no,cellular,may,245,6,999,1,failure,-1.8,92.893,-46.2,5099.1,no
36,admin.,married,university.degree,yes,no,cellular,may,196,1,999,0,nonexistent,-1.8,93.876,-40,5008.7,yes
37,admin.,single,university.degree,yes,no,cellular,aug,212,7,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
57,technician,married,high.school,no,no,cellular,aug,784,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,yes
40,blue-collar,single,basic.6y,no,no,telephone,may,201,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
36,admin.,married,university.degree,no,no,cellular,aug,147,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
33,unemployed,divorced,professional.course,yes,no,cellular,aug,151,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
53,management,married,university.degree,yes,yes,telephone,aug,81,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
56,management,married,university.degree,yes,no,cellular,jul,90,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
33,management,married,professional.course,no,no,cellular,may,578,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,yes
48,admin.,divorced,basic.9y,no,no,cellular,jul,1424,4,999,0,nonexistent,1.4,93.918,-42.7,5228.1,yes
38,self-employed,married,university.degree,no,no,telephone,jun,96,10,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
22,student,single,high.school,no,no,cellular,aug,53,2,3,1,success,-2.9,92.201,-31.4,5076.2,no
50,admin.,divorced,university.degree,yes,no,cellular,aug,23,9,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
58,retired,married,professional.course,no,no,cellular,nov,577,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
56,retired,married,professional.course,yes,no,cellular,aug,202,5,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
53,self-employed,divorced,university.degree,no,no,cellular,jul,397,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
41,admin.,married,university.degree,yes,no,cellular,may,114,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
80,retired,divorced,basic.4y,no,yes,cellular,dec,720,5,999,1,failure,-3,92.713,-33,5023.5,no
50,management,married,university.degree,yes,no,telephone,apr,198,1,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
33,services,single,high.school,yes,no,telephone,may,789,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
29,technician,single,university.degree,no,yes,cellular,nov,57,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
45,self-employed,single,basic.9y,yes,no,cellular,apr,156,1,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
22,blue-collar,single,basic.6y,unknown,unknown,telephone,may,270,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
34,admin.,divorced,university.degree,yes,no,cellular,may,25,4,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
35,admin.,married,university.degree,yes,no,cellular,nov,690,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
46,admin.,single,high.school,no,no,cellular,aug,329,2,9,4,failure,-1.7,94.027,-38.3,4991.6,no
47,blue-collar,married,unknown,yes,no,cellular,aug,227,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
33,admin.,single,high.school,yes,no,cellular,aug,195,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
51,admin.,married,university.degree,no,no,cellular,nov,104,2,1,1,success,-0.1,93.2,-42,5195.8,no
38,blue-collar,single,unknown,yes,no,telephone,oct,39,1,999,1,failure,-0.1,93.798,-40.4,5195.8,no
58,admin.,married,high.school,no,no,cellular,aug,214,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
49,admin.,married,university.degree,no,no,cellular,jul,97,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
45,housemaid,single,basic.9y,yes,no,telephone,jun,113,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
42,management,married,high.school,no,no,cellular,jul,179,5,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
31,technician,married,high.school,yes,yes,cellular,nov,232,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
45,blue-collar,married,basic.9y,no,yes,telephone,may,145,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
24,student,single,professional.course,no,no,cellular,nov,180,2,999,1,failure,-3.4,92.649,-30.1,5017.5,no
37,services,divorced,high.school,yes,no,telephone,jun,42,4,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
27,admin.,married,high.school,no,yes,telephone,may,318,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
48,technician,married,professional.course,no,yes,cellular,jul,266,5,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
46,admin.,married,high.school,yes,no,cellular,nov,308,1,999,1,failure,-0.1,93.2,-42,5195.8,no
57,retired,married,basic.4y,yes,no,cellular,aug,57,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
56,technician,married,basic.4y,yes,no,telephone,may,143,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
33,self-employed,single,professional.course,yes,no,cellular,jul,85,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
42,blue-collar,married,basic.9y,yes,yes,cellular,may,63,4,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
53,entrepreneur,married,basic.4y,yes,no,cellular,aug,150,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
54,blue-collar,married,basic.9y,no,no,cellular,jun,258,2,999,0,nonexistent,-2.9,92.963,-40.8,5076.2,yes
28,technician,single,high.school,yes,no,telephone,jul,166,6,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
38,technician,married,high.school,no,no,cellular,aug,100,5,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
45,technician,married,basic.9y,no,no,cellular,nov,174,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
30,technician,single,university.degree,no,no,cellular,sep,327,2,999,0,nonexistent,-1.1,94.199,-37.5,4963.6,yes
55,technician,married,professional.course,yes,no,cellular,oct,182,1,999,0,nonexistent,-3.4,92.431,-26.9,5017.5,no
45,technician,married,professional.course,no,no,cellular,jul,158,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
25,admin.,single,high.school,yes,no,cellular,jul,418,4,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
54,management,married,high.school,no,no,cellular,aug,725,4,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
43,blue-collar,single,basic.4y,yes,no,telephone,may,181,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
28,technician,single,university.degree,yes,no,cellular,mar,120,3,999,0,nonexistent,-1.8,92.843,-50,5099.1,yes
33,blue-collar,married,basic.9y,yes,no,cellular,nov,244,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
48,admin.,divorced,university.degree,no,no,telephone,jun,94,4,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
36,technician,married,high.school,no,no,telephone,jun,128,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
38,services,single,high.school,no,no,cellular,sep,256,2,999,0,nonexistent,-1.1,94.199,-37.5,4963.6,yes
42,admin.,divorced,university.degree,yes,yes,cellular,aug,153,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
24,admin.,single,university.degree,yes,no,cellular,apr,393,3,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
33,admin.,single,university.degree,yes,yes,cellular,aug,44,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
34,entrepreneur,married,basic.4y,no,no,telephone,may,75,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
56,blue-collar,married,basic.4y,yes,no,telephone,may,400,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
52,technician,married,university.degree,no,no,cellular,may,211,1,3,4,success,-1.8,93.876,-40,5008.7,yes
29,admin.,married,high.school,yes,no,cellular,may,106,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
54,technician,married,professional.course,no,no,cellular,jul,796,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
43,blue-collar,married,basic.9y,no,no,telephone,jun,246,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
60,retired,married,high.school,no,no,cellular,may,181,3,6,1,success,-1.8,93.876,-40,5008.7,yes
49,admin.,divorced,high.school,no,no,cellular,jul,602,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
51,admin.,divorced,university.degree,no,no,cellular,aug,59,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
34,admin.,married,university.degree,yes,no,cellular,may,351,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
32,admin.,married,basic.9y,no,no,cellular,jul,77,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
31,services,single,basic.9y,unknown,unknown,cellular,may,429,1,999,3,failure,-1.8,93.876,-40,5008.7,no
54,retired,divorced,university.degree,no,no,cellular,nov,296,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
31,admin.,single,high.school,no,no,cellular,jul,90,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
35,services,married,high.school,yes,no,cellular,may,104,4,999,1,failure,-1.8,92.893,-46.2,5099.1,no
44,services,married,basic.9y,yes,no,telephone,may,109,4,999,0,nonexistent,1.1,93.994,-36.4,5191,no
63,retired,married,professional.course,no,no,cellular,dec,83,4,999,0,nonexistent,-3,92.713,-33,5023.5,no
28,technician,married,university.degree,yes,yes,cellular,may,175,3,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
56,management,married,basic.4y,yes,no,cellular,jul,122,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
31,services,married,high.school,yes,no,cellular,may,32,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
33,management,married,university.degree,no,no,telephone,may,405,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
25,admin.,single,university.degree,no,no,cellular,jul,835,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
44,admin.,divorced,university.degree,yes,yes,cellular,jun,130,1,999,0,nonexistent,-2.9,92.963,-40.8,5076.2,no
54,technician,married,university.degree,yes,no,cellular,aug,252,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
32,housemaid,married,basic.6y,no,no,telephone,jun,19,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
54,housemaid,married,professional.course,yes,no,telephone,jun,152,4,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
32,technician,married,professional.course,no,no,cellular,may,158,2,999,1,failure,-1.8,92.893,-46.2,5099.1,no
46,admin.,married,high.school,no,no,cellular,apr,243,1,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
57,retired,divorced,professional.course,no,no,telephone,jun,203,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
30,technician,single,professional.course,no,no,cellular,nov,214,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
54,management,married,university.degree,yes,no,cellular,jul,281,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
48,self-employed,married,university.degree,yes,no,cellular,nov,141,2,999,1,failure,-0.1,93.2,-42,5195.8,no
28,services,married,high.school,no,no,cellular,jul,171,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
37,admin.,married,university.degree,yes,no,cellular,nov,386,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
40,technician,married,basic.9y,no,no,telephone,nov,319,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
28,technician,married,university.degree,yes,no,cellular,may,402,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
41,blue-collar,married,basic.9y,no,no,telephone,jun,95,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
27,student,single,high.school,no,no,telephone,jun,471,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
45,admin.,married,professional.course,no,no,cellular,jul,49,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
45,management,married,basic.9y,yes,no,cellular,may,305,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
43,blue-collar,married,basic.6y,yes,no,telephone,jun,169,4,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
35,housemaid,married,basic.4y,yes,no,cellular,aug,87,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
36,blue-collar,single,basic.4y,yes,no,cellular,may,279,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
47,blue-collar,married,basic.6y,yes,no,cellular,may,472,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
57,admin.,married,university.degree,no,yes,cellular,jul,231,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
27,self-employed,married,university.degree,no,no,telephone,jul,215,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
64,retired,married,unknown,no,no,cellular,aug,252,4,999,0,nonexistent,-2.9,92.201,-31.4,5076.2,yes
29,management,single,university.degree,no,no,telephone,may,118,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
45,management,married,university.degree,no,no,cellular,jul,225,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
26,blue-collar,single,high.school,no,no,cellular,may,314,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
54,services,married,high.school,yes,no,telephone,jun,184,5,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
29,admin.,single,basic.9y,yes,no,telephone,may,83,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
39,admin.,married,high.school,no,no,telephone,may,726,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
46,blue-collar,married,basic.4y,no,yes,telephone,jun,89,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
44,technician,married,professional.course,no,yes,telephone,may,203,4,999,0,nonexistent,1.1,93.994,-36.4,5191,no
36,blue-collar,married,basic.9y,yes,no,cellular,nov,320,1,999,2,failure,-3.4,92.649,-30.1,5017.5,no
59,admin.,married,high.school,yes,no,cellular,aug,1019,2,2,1,success,-2.9,92.201,-31.4,5076.2,yes
56,technician,married,university.degree,no,yes,telephone,jun,69,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
33,unemployed,married,high.school,yes,no,cellular,jul,590,9,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
51,technician,divorced,professional.course,no,yes,cellular,aug,50,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
59,blue-collar,married,basic.4y,yes,no,cellular,aug,258,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
31,services,married,basic.9y,yes,no,cellular,jul,537,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,yes
46,technician,married,professional.course,no,no,cellular,aug,235,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
21,blue-collar,married,basic.9y,no,yes,cellular,jul,89,6,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
33,technician,single,professional.course,yes,no,cellular,aug,90,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
46,entrepreneur,single,university.degree,no,no,cellular,apr,89,3,999,1,failure,-1.8,93.075,-47.1,5099.1,no
24,blue-collar,single,unknown,no,no,cellular,jul,39,17,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
35,technician,married,university.degree,no,yes,cellular,aug,204,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
32,self-employed,single,university.degree,yes,no,cellular,dec,205,4,999,1,failure,-3,92.713,-33,5023.5,yes
35,services,married,high.school,yes,no,cellular,apr,36,1,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
32,self-employed,single,university.degree,yes,no,cellular,may,66,3,999,1,failure,-1.8,92.893,-46.2,5099.1,no
34,technician,married,professional.course,yes,no,telephone,sep,157,5,999,0,nonexistent,-1.1,94.199,-37.5,4963.6,no
47,blue-collar,married,basic.6y,yes,no,cellular,may,208,4,999,1,failure,-1.8,92.893,-46.2,5099.1,no
60,retired,divorced,high.school,no,no,cellular,sep,99,2,999,2,failure,-3.4,92.379,-29.8,5017.5,no
43,services,divorced,high.school,no,no,cellular,jul,388,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
58,technician,married,basic.4y,yes,no,telephone,oct,88,1,999,0,nonexistent,-3.4,92.431,-26.9,5017.5,no
31,admin.,single,university.degree,yes,no,cellular,nov,114,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
38,blue-collar,single,basic.4y,no,no,cellular,may,121,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
35,management,married,university.degree,no,no,cellular,may,304,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
34,services,married,basic.9y,yes,no,cellular,jul,80,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
31,admin.,single,high.school,no,no,cellular,jul,75,4,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
30,self-employed,married,professional.course,yes,no,cellular,nov,329,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
49,management,divorced,high.school,no,no,telephone,may,124,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
41,services,married,high.school,yes,no,telephone,may,59,4,999,0,nonexistent,1.1,93.994,-36.4,5191,no
53,blue-collar,married,basic.4y,yes,no,cellular,nov,180,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
45,housemaid,married,basic.4y,yes,no,telephone,may,83,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
58,retired,married,basic.4y,yes,no,telephone,jun,159,4,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
46,technician,married,basic.9y,no,no,telephone,may,81,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
56,services,divorced,high.school,yes,no,cellular,apr,144,2,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
28,self-employed,single,university.degree,yes,no,cellular,mar,186,2,999,0,nonexistent,-1.8,92.843,-50,5099.1,no
38,blue-collar,married,basic.9y,no,yes,telephone,may,159,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
32,technician,single,professional.course,yes,no,cellular,may,97,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
36,admin.,married,university.degree,no,no,cellular,jun,174,1,3,1,success,-2.9,92.963,-40.8,5076.2,yes
27,blue-collar,married,basic.9y,yes,yes,telephone,may,152,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
46,management,married,basic.9y,yes,no,cellular,nov,996,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
40,admin.,married,university.degree,no,no,cellular,apr,815,1,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,yes
31,technician,married,professional.course,yes,no,telephone,jun,208,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes
45,admin.,married,university.degree,yes,yes,cellular,may,300,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
49,self-employed,married,high.school,no,no,cellular,may,532,3,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,yes
52,self-employed,married,university.degree,no,no,telephone,may,31,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
53,admin.,divorced,high.school,yes,no,cellular,jun,70,1,999,1,failure,-2.9,92.963,-40.8,5076.2,no
26,services,single,high.school,unknown,unknown,telephone,jul,588,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
48,services,single,high.school,yes,no,cellular,apr,267,2,999,1,failure,-1.8,93.075,-47.1,5099.1,no
32,technician,married,professional.course,no,no,telephone,jun,805,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
34,blue-collar,single,basic.9y,no,no,cellular,nov,127,1,999,1,failure,-0.1,93.2,-42,5195.8,no
35,technician,married,professional.course,no,no,telephone,jun,159,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
38,student,single,university.degree,no,no,telephone,may,619,4,999,0,nonexistent,1.1,93.994,-36.4,5191,no
53,technician,single,professional.course,yes,no,cellular,nov,1468,3,999,0,nonexistent,-0.1,93.2,-42,5195.8,yes
44,technician,divorced,professional.course,no,no,telephone,jun,112,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
53,admin.,divorced,high.school,yes,no,cellular,aug,159,2,3,1,success,-2.9,92.201,-31.4,5076.2,no
39,management,single,basic.9y,yes,no,cellular,nov,125,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
38,entrepreneur,married,basic.9y,no,no,cellular,nov,166,3,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
33,services,married,high.school,yes,no,cellular,jun,274,2,12,2,success,-1.7,94.055,-39.8,4991.6,yes
37,technician,married,high.school,yes,no,cellular,aug,69,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
